2.1.2.2.2||RAR-beta (NR1B2)|T01328|
2.1.2.2.2.1||RAR-beta1|T01337|END
2.1.2.2.2.2||RAR-beta2|T01326;T01338|END
2.1.2.2.2.3||RAR-beta3|T01339|END
2.1.2.2.2.4||RAR-beta4|T01361|END
2.1.2.2.3||RAR-gamma (NR1B3)|T00720;T01329|
2.1.2.2.3.1||RAR-gamma1|T01330;T01340;T01357|END
2.1.2.2.3.2||RAR-gamma2|T01341;T01358|END
2.1.2.2.4||RAR-delta||END
2.1.2.3|Subfamily|PPAR (NR1C)||
2.1.2.3.1||PPARalpha (NR1C1)|T00694;T00991;T01352;T02726|END
2.1.2.3.2||PPARbeta (NR1C2)|T01353;T02745;T04781|END
2.1.2.3.3||PPARgamma (NR1C3)|T01354;T05329;T05347;T05351;T06405|
2.1.2.3.3.1||PPARgamma1|T02529;T02736;T04794;T05330|END
2.1.2.3.3.2||PPARgamma2|T03731;T04780;T05331;T05332|END
2.1.2.3.3.3||PPARgamma3|T05352|END
2.1.2.3.3.4||PPARgamma4|T05353|END
2.1.2.4||Rev-Erb receptors (NR1D)||
2.1.2.4.1||Rev-Erb-alpha (NR1D1)|T01344|
2.1.2.4.1.1||Rev-ErbAalpha (long)||END
2.1.2.4.1.2||Rev-ErbAalpha (short)||END
2.1.2.4.2||Rev-Erb-beta (NR1D2)|T02747;T04896|END
2.1.2.4.3||E75 (NR1D3)||
2.1.2.4.3.1||E75A|T01367|END
2.1.2.4.3.2||E75B|T01368|END
2.1.2.4.3.3||E75C|T06157|END
2.1.2.5|Subfamily|NR1E||
2.1.2.5.1||NR1E1|T02743|END
2.1.2.6|Subfamily|ROR (NR1F)||
2.1.2.6.1||RORalpha / RZRalpha (NR1F1)||
2.1.2.6.1.1||RORalpha1|T01527|END
2.1.2.6.1.2||RORalpha2|T01528|END
2.1.2.6.1.3||RORalpha3|T01529|END
2.1.2.6.2||RORbeta/RZRbeta (NR1F2)|T02748|END
2.1.2.6.3||RORgamma (NR1F3)|T02749|END
2.1.2.6.4||HR3 (NR1F4)|T02750;T06237;T06238|END
2.1.2.8|Subfamily|EcR/LXR/FXR (NR1H)||
2.1.2.8.1||Ecdysone receptor (NR1H1)|T00217;T06165;T06169;T06170;T06171;T06172|
2.1.2.8.1.1||EcR A||END
2.1.2.8.1.2||EcR B1||END
2.1.2.8.1.3||EcR B2||END
2.1.2.8.2||Liver X receptor alpha (NR1H3)|T02752;T04430;T04434|END
2.1.2.8.3||Liver X receptor beta (NR1H2)|T04451;T04453;T04467|END
2.1.2.8.4|Subfamily|Farnesoid X receptor (NR1H4) |T04494;T05302;T05309|
2.1.2.8.4.1||FXR-alpha|T02753;T04498|END
2.1.2.8.4.2||FXR-alpha1|T05303|END
2.1.2.8.4.3||FXR-alpha2|T05304|END
2.1.2.8.4.4||FXR-beta1|T05305;T05307|END
2.1.2.8.4.5||FXR-beta2|T05306;T05308|END
2.1.2.8.5||Farnesoid X receptor b (NR1H5)|T05685|END
2.1.2.9|Subfamily|VDR/PXR/CAR (NR1I)||
2.1.2.9.1||Vitamin D receptor (NR1I1)|T00882;T00883;T00884;T00885;T01369|END
2.1.2.9.2||Pregnane X receptor(NR1I2)|T04630|
2.1.2.9.2.1||PXR-1|T04617;T04618;T04629|END
2.1.2.9.2.2||PXR-2|T04619;T04641|END
2.1.2.9.2.3||SXR|T04610|END
2.1.2.9.3||Constitutive androstane receptor(NR1I3)||
2.1.2.9.3.1||CAR1 (long isoform)|T02261;T05312;T05687|END
2.1.2.9.3.2||CAR2 (short isoform)|T02755|END
2.1.2.10|Subfamily|NR1J||
2.1.2.10.1||NR1J1|T02756|END
2.1.2.11|Subfamily|HNF-4 (NR2A)||
2.1.2.11.1||HNF-4alpha (NR2A1)||
2.1.2.11.1.1||HNF-4alpha1|T00372;T02421;T02424;T02429|END
2.1.2.11.1.2||HNF-4alpha2|T00373;T02422;T02423|END
2.1.2.11.1.3||HNF-4alpha3|T02428|END
2.1.2.11.1.4||HNF-4alpha4|T02425|END
2.1.2.11.1.5||HNF-4alpha5||
2.1.2.11.1.6||HNF-4alpha6||
2.1.2.11.1.7||HNF-4alpha7|T02427|END
2.1.2.11.2||HNF-4beta (NR2A3)|T02432|END
2.1.2.11.3||HNF-4gamma (NR2A2)|T02430;T06235|END
2.1.2.12|Subfamily|Retinoid X receptors (NR2B)||
2.1.2.12.1||RXR-alpha (NR2B1)|T01331;T01345;T01359|END
2.1.2.12.2||RXR-beta (NR2B2)|T01332;T01334;T01349|
2.1.2.12.2.1||RXR-beta1||END
2.1.2.12.2.2||RXR-beta2|T01366|END
2.1.2.12.3||RXR-gamma (NR2B3)|T01333;T01360|END
2.1.2.12.4||USP (NR2B4)|T00117|END
2.1.2.13|Subfamily|NR2C||
2.1.2.13.1||TR2 (NR2C1)||
2.1.2.13.1.1||TR2-11|T01664;T04847|END
2.1.2.13.1.2||TR2-5|T01662|END
2.1.2.13.1.3||TR2-9|T01663|END
2.1.2.13.1.4||TR2-7||
2.1.2.13.2||TR4 (NR2C2)|T02740|END
2.1.2.14|Subfamily|NR2D||
2.1.2.14.1||NR2D1|T02759|END
2.1.2.15|Subfamily|NR2E||
2.1.2.15.1||Tlx (NR2E1)|T02357;T02376;T04808|END
2.1.2.15.2||Tailless (NR2E2)|T00789|END
2.1.2.15.3||PNR (NR2E3)|T03723;T04861|END
2.1.2.16|Subfamily|COUP (NR2F)||
2.1.2.16.1||COUP-TF1 (NR2F1)|T00147;T00148;T00149;T00994;T02761;T06153|END
2.1.2.16.2||COUP-TF2 (NR2F2)|T00045;T06154;T06155;T06156|END
2.1.2.16.3||SVP (NR2F3)|T02741|END
2.1.2.16.4||NR2F4||END
2.1.2.16.5||SVP46 (NR2F5)|T02762|END
2.1.2.16.6||COUP-TF3 (NR2F6)|T02763;T06163;T06164|END
2.1.2.17|Subfamily|Neuron-derived orphan receptors (NR4A)||
2.1.2.17.1||NGFI-B (NR4A1)|T00619;T01348;T02767;T04739|END
2.1.2.17.2||NURR1 (NR4A2)|T02742;T04312;T04743;T04744|END
2.1.2.17.3||NOR-1 (NR4A3)||
2.1.2.17.3.1||NOR-1 long isoform|T02768;T04750|END
2.1.2.17.3.2||NOR-1 short isoform|T04753|END
2.1.2.17.4||DHR38 (NR4A4)|T02760;T06236|END
2.1.2.18|Subfamily|FTZ-F1 related factors (NR5A)||
2.1.2.18.1||SF-1 (NR5A1)||
2.1.2.18.1.1||FTZ-F1-like|T01147;T02769;T04002;T04014;T04015;T04016;T04017;T04018;T04065;T04069|END
2.1.2.18.1.2||ELP|T00251|END
2.1.2.18.2||FTF/LRH1 (NR5A2)|T02770;T04754;T04755|END
2.1.2.18.3||FTZ-F1 (NR5A3)|T00296|
2.1.2.18.3.1||alpha FTZ-F1||END
2.1.2.18.3.2||beta FTZ-F1||END
2.1.2.19||NR5B||
2.1.2.19.1||NR5B1||END
2.1.2.20|Subfamily|germ cell derived nuclear receptors (NR6A)||
2.1.2.20.1||GCNF (NR6A1)|T02772|
2.1.2.20.1.1||GCNF-1|T04401|END
2.1.2.20.1.2||GCNF-2|T04400|END
2.1.2.21|Subfamily|Knirps (NR0A)||
2.1.2.21.1||Knirps (NR0A1)|T00445|END
2.1.2.21.2||Knirps-related protein (NR0A2)|T02773|END
2.1.2.21.3||EGON (NR0A3)|T02774|END
2.1.2.21.4||ODR7 (NR0A4)|T02775|END
2.1.2.22|Subfamily|NR0B||
2.1.2.22.1||DAX1 (NR0B1)|T02776;T04676;T04677;T04678|END
2.1.2.22.2||SHP (NR0B2)|T02738;T05321|END
2.2|Class|diverse Cys4 zinc fingers|C0003|
2.2.1|Family|GATA-Factors||
2.2.1.1|Subfamily|vertebral GATA-Factors||
2.2.1.1.1||GATA-1|T00267;T00304;T00305;T00306;T02312|END
2.2.1.1.2||GATA-2|T00307;T00308;T00309;T01302|END
2.2.1.1.3||GATA-3|T00310;T00311;T00312;T00313;T00314|END
2.2.1.1.4||GATA-4|T02532;T02682;T02687;T02711;T02716|END
2.2.1.1.5||GATA-5|T02683;T02685;T02688;T02712;T02713|END
2.2.1.1.6||GATA-6|T02684;T02686;T02689;T02714;T02715;T02717|END
2.2.1.2|Subfamily|fungal metabolic regulators||
2.2.1.2.1||AREA / NIT-2|T00627|END
2.2.1.2.2||GLN3||
2.2.1.2.3||UGA 43||
2.2.1.2.4||NTL 1||
2.2.2|Family|Trithorax||SKIP
2.2.2.0.1||Ttx (NR0A5)|T00850|END
2.2.2.0.2||ALL-1|T02337|END
2.2.0|Family|Other factors||SKIP
2.2.0.0.1||BUF2||END
2.3|Class|Cys2His2 zinc finger domain|C0001|
2.3.1|Family|Ubiquitous factors||SKIP
2.3.1.0.1||TFIIIA|T02295;T03530;T04953|END
2.3.1.0.2||Sp1|T00752;T00753;T00754;T00755;T00757;T00758;T00759;T01228;T05704;T05998|END
2.3.1.0.3||Sp2|T02356|END
2.3.1.0.4||Sp3|T02338;T02419;T02453;T05840;T05999|END
2.3.1.0.5||Sp4|T02339;T02414;T02456|END
